Lesson ID,CEFR Level,Major Domain,Scenario,English Lesson Title,Vietnamese Lesson Title,Primary Communication Goal,EN Word Target,Actual Bilingual A4 Page Target,Main Character,Secondary Character Rule,Status
0409,A1,Neighbourhood,a misunderstanding or problem involving neighbourhood & directions,Asking and answering simple questions about a misunderstanding or problem involving neighbourhood & directions,Giao tiếp cơ bản: neighbourhood & directions — a misunderstanding or problem involving neighbourhood & directions,ask and answer simple questions about a misunderstanding or problem involving neighbourhood & directions; complete the exchange naturally at A1.,260–380,3,Ms Lan,Mr James (or another context-appropriate named Mr/Ms character),PLANNED
0410,A1,Transport,a misunderstanding or problem involving public transport,Asking and answering simple questions about a misunderstanding or problem involving public transport,Giao tiếp cơ bản: public transport — a misunderstanding or problem involving public transport,ask and answer simple questions about a misunderstanding or problem involving public transport; complete the exchange naturally at A1.,260–380,3,Ms Lan,Ms Sarah (or another context-appropriate named Mr/Ms character),PLANNED
0411,A1,Transport,a misunderstanding or problem involving taxi & ride services,Asking and answering simple questions about a misunderstanding or problem involving taxi & ride services,Giao tiếp cơ bản: taxi & ride services — a misunderstanding or problem involving taxi & ride services,ask and answer simple questions about a misunderstanding or problem involving taxi & ride services; complete the exchange naturally at A1.,260–380,3,Ms Lan,Mr Daniel (or another context-appropriate named Mr/Ms character),PLANNED
0412,A1,Mobility,a misunderstanding or problem involving walking & getting around,Asking and answering simple questions about a misunderstanding or problem involving walking & getting around,Giao tiếp cơ bản: walking & getting around — a misunderstanding or problem involving walking & getting around,ask and answer simple questions about a misunderstanding or problem involving walking & getting around; complete the exchange naturally at A1.,260–380,3,Ms Lan,Ms Olivia (or another context-appropriate named Mr/Ms character),PLANNED
0413,A1,Weather,a misunderstanding or problem involving weather & daily plans,Asking and answering simple questions about a misunderstanding or problem involving weather & daily plans,Giao tiếp cơ bản: weather & daily plans — a misunderstanding or problem involving weather & daily plans,ask and answer simple questions about a misunderstanding or problem involving weather & daily plans; complete the exchange naturally at A1.,260–380,3,Ms Lan,Mr Thomas (or another context-appropriate named Mr/Ms character),PLANNED
0414,A1,Daily Life,a misunderstanding or problem involving daily routines,Asking and answering simple questions about a misunderstanding or problem involving daily routines,Giao tiếp cơ bản: daily routines — a misunderstanding or problem involving daily routines,ask and answer simple questions about a misunderstanding or problem involving daily routines; complete the exchange naturally at A1.,260–380,3,Ms Lan,Ms Sophie (or another context-appropriate named Mr/Ms character),PLANNED
0415,A1,Learning,a misunderstanding or problem involving school & learning,Asking and answering simple questions about a misunderstanding or problem involving school & learning,Giao tiếp cơ bản: school & learning — a misunderstanding or problem involving school & learning,ask and answer simple questions about a misunderstanding or problem involving school & learning; complete the exchange naturally at A1.,260–380,3,Ms Lan,Mr Michael (or another context-appropriate named Mr/Ms character),PLANNED
0416,A1,Work,a misunderstanding or problem involving workplace everyday communication,Asking and answering simple questions about a misunderstanding or problem involving workplace everyday communication,Giao tiếp cơ bản: workplace everyday communication — a misunderstanding or problem involving workplace everyday communication,ask and answer simple questions about a misunderstanding or problem involving workplace everyday communication; complete the exchange naturally at A1.,260–380,3,Ms Lan,Ms Grace (or another context-appropriate named Mr/Ms character),PLANNED
0417,A1,Communication,a misunderstanding or problem involving phone calls,Asking and answering simple questions about a misunderstanding or problem involving phone calls,Giao tiếp cơ bản: phone calls — a misunderstanding or problem involving phone calls,ask and answer simple questions about a misunderstanding or problem involving phone calls; complete the exchange naturally at A1.,260–380,3,Ms Lan,Mr Henry (or another context-appropriate named Mr/Ms character),PLANNED
0418,A1,Communication,a misunderstanding or problem involving messages & everyday digital communication,Asking and answering simple questions about a misunderstanding or problem involving messages & everyday digital communication,Giao tiếp cơ bản: messages & everyday digital communication — a misunderstanding or problem involving messages & everyday digital communication,ask and answer simple questions about a misunderstanding or problem involving messages & everyday digital communication; complete the exchange naturally at A1.,260–380,3,Ms Lan,Ms Anna (or another context-appropriate named Mr/Ms character),PLANNED
